league,window,team_id,team_name,team_country,player_id,player_name,player_age,player_nation,player_pos,counter_team_id,counter_team_name,counter_team_country,transfer_fee_amnt,market_val_amnt,is_free,is_loan
La Liga,s,2687,Cádiz CF,Spain,85383,Rubén Sobrino,29,Spain,CF,1049,Valencia CF,Spain,,1500000,FALSE,FALSE
La Liga,s,2687,Cádiz CF,Spain,542819,Milutin Osmajic,21,Montenegro,CF,3070,FK Sutjeska Niksic,Montenegro,,400000,FALSE,FALSE
La Liga,s,2687,Cádiz CF,Spain,495625,Víctor Chust,21,Spain,CB,6767,Real Madrid Castilla,Spain,,1000000,FALSE,TRUE
La Liga,s,2687,Cádiz CF,Spain,177065,Florin Andone,28,Romania,CF,1237,Brighton & Hove Albion,England,,1500000,FALSE,TRUE
La Liga,s,714,RCD Espanyol Barcelona,Spain,311489,Landry Dimata,23,Belgium,CF,58,RSC Anderlecht,Belgium,2200000.00,3000000,FALSE,FALSE
La Liga,s,714,RCD Espanyol Barcelona,Spain,162074,Álvaro Vadillo,26,Spain,LW,940,Celta de Vigo,Spain,1800000.00,1000000,FALSE,FALSE
La Liga,s,714,RCD Espanyol Barcelona,Spain,92947,Sergi Gómez,29,Spain,CB,368,Sevilla FC,Spain,1000000.00,2000000,FALSE,FALSE
La Liga,s,714,RCD Espanyol Barcelona,Spain,399775,Miguelón,25,Spain,RB,1050,Villarreal CF,Spain,500000.00,1000000,FALSE,FALSE
La Liga,s,714,RCD Espanyol Barcelona,Spain,88490,Aleix Vidal,31,Spain,RB,368,Sevilla FC,Spain,0.00,2000000,TRUE,FALSE
La Liga,s,714,RCD Espanyol Barcelona,Spain,354741,Loren Morón,27,Spain,CF,150,Real Betis Balompié,Spain,,9000000,FALSE,TRUE
La Liga,s,714,RCD Espanyol Barcelona,Spain,335225,Manu Morlanes,22,Spain,CM,1050,Villarreal CF,Spain,,5000000,FALSE,TRUE
La Liga,s,714,RCD Espanyol Barcelona,Spain,378293,Yangel Herrera,23,Venezuela,CM,281,Manchester City,England,,18000000,FALSE,TRUE
La Liga,s,714,RCD Espanyol Barcelona,Spain,504506,Juan Camilo Becerra,23,Colombia,CF,10773,RCD Espanyol B,Spain,,350000,FALSE,FALSE
La Liga,s,331,CA Osasuna,Spain,46413,Ante Budimir,29,Croatia,CF,237,RCD Mallorca,Spain,8000000.00,9000000,FALSE,FALSE
La Liga,s,331,CA Osasuna,Spain,69660,Jonás Ramalho,28,Angola,CB,12321,Girona FC,Spain,700000.00,1000000,FALSE,FALSE
La Liga,s,331,CA Osasuna,Spain,87469,Cote,31,Spain,LB,1533,SD Eibar,Spain,0.00,1500000,TRUE,FALSE
La Liga,s,331,CA Osasuna,Spain,93936,Kike García,31,Spain,CF,1533,SD Eibar,Spain,0.00,2800000,TRUE,FALSE
La Liga,s,331,CA Osasuna,Spain,488626,Jesús Areso,21,Spain,RB,6688,Bilbao Athletic,Spain,0.00,800000,TRUE,FALSE
La Liga,s,331,CA Osasuna,Spain,298983,Javi Ontiveros,23,Spain,LW,1050,Villarreal CF,Spain,,4000000,FALSE,TRUE
La Liga,s,331,CA Osasuna,Spain,618809,Manu Sánchez,20,Spain,LB,13,Atlético de Madrid,Spain,,8000000,FALSE,TRUE
La Liga,s,331,CA Osasuna,Spain,471474,Javi Martínez,21,Spain,AM,8516,CA Osasuna Promesas,Spain,,2500000,FALSE,FALSE
La Liga,s,331,CA Osasuna,Spain,388519,Kike Saverio,22,Ecuador,LW,8516,CA Osasuna Promesas,Spain,,200000,FALSE,FALSE
La Liga,s,3368,Levante UD,Spain,282700,Enric Franquesa,24,Spain,LB,1050,Villarreal CF,Spain,750000.00,800000,FALSE,FALSE
La Liga,s,3368,Levante UD,Spain,34870,Roberto Soldado,36,Spain,CF,16795,Granada CF,Spain,500000.00,1000000,FALSE,FALSE
La Liga,s,3368,Levante UD,Spain,557057,Roger Brugué,24,Spain,RW,5648,Gimnàstic de Tarragona,Spain,0.00,400000,TRUE,FALSE
La Liga,s,3368,Levante UD,Spain,638235,Alejandro Cantero,21,Spain,LW,11516,Atlético Levante UD,Spain,,700000,FALSE,FALSE
La Liga,s,3368,Levante UD,Spain,611198,Álex Blesa,19,Spain,CM,11516,Atlético Levante UD,Spain,,300000,FALSE,FALSE
La Liga,s,3368,Levante UD,Spain,88590,Shkodran Mustafi,29,Germany,CB,515,Without Club,Without Club,,2500000,FALSE,FALSE
La Liga,s,1049,Valencia CF,Spain,481084,Marcos André,24,Brazil,CF,366,Real Valladolid CF,Spain,8500000.00,8500000,FALSE,FALSE
La Liga,s,1049,Valencia CF,Spain,170472,Dimitri Foulquier,28,Guadeloupe,RB,16795,Granada CF,Spain,2500000.00,2500000,FALSE,FALSE
La Liga,s,1049,Valencia CF,Spain,502676,Giorgi Mamardashvili,20,Georgia,GK,663,Dinamo Tbilisi,Georgia,200000.00,3000000,FALSE,TRUE
La Liga,s,1049,Valencia CF,Spain,353032,Omar Alderete,24,Paraguay,CB,44,Hertha BSC,Germany,,6000000,FALSE,TRUE
La Liga,s,1049,Valencia CF,Spain,173900,Hélder Costa,27,Angola,RW,399,Leeds United,England,,8000000,FALSE,TRUE
La Liga,s,1049,Valencia CF,Spain,573775,Hugo Duro,21,Spain,CF,3709,Getafe CF,Spain,,5000000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,319160,Jakub Jankto,25,Czech Republic,LM,1038,UC Sampdoria,Italy,6000000.00,8000000,FALSE,FALSE
La Liga,s,3709,Getafe CF,Spain,284854,Carles Aleñá,23,Spain,CM,131,FC Barcelona,Spain,5000000.00,15000000,FALSE,FALSE
La Liga,s,3709,Getafe CF,Spain,189453,Jonathan Silva,27,Argentina,LB,1244,CD Leganés,Spain,2500000.00,2500000,FALSE,FALSE
La Liga,s,3709,Getafe CF,Spain,143029,Stefan Mitrovic,31,Serbia,CB,667,RC Strasbourg Alsace,France,1000000.00,1500000,FALSE,FALSE
La Liga,s,3709,Getafe CF,Spain,199369,Sandro Ramírez,26,Spain,CF,5358,SD Huesca,Spain,1000000.00,3500000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,399780,Darío Poveda,24,Spain,CF,3679,Atlético de Madrid B,Spain,0.00,400000,TRUE,FALSE
La Liga,s,3709,Getafe CF,Spain,341713,Diego Conde,22,Spain,GK,3679,Atlético de Madrid B,Spain,0.00,300000,TRUE,FALSE
La Liga,s,3709,Getafe CF,Spain,494880,Jorge Cuenca,21,Spain,CB,1050,Villarreal CF,Spain,,6000000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,357162,Florentino,22,Portugal,DM,294,SL Benfica,Portugal,,10000000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,546047,José Macías,21,Mexico,CF,6711,Deportivo Guadalajara,Mexico,,10000000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,67082,Vitolo,31,Spain,LW,13,Atlético de Madrid,Spain,,4000000,FALSE,TRUE
La Liga,s,3709,Getafe CF,Spain,390688,Juan Iglesias,22,Spain,RB,8510,Getafe CF B,Spain,,500000,FALSE,FALSE
La Liga,s,3709,Getafe CF,Spain,583510,Miguel Rubio,23,Spain,CB,8510,Getafe CF B,Spain,,150000,FALSE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,166683,Mamadou Sylla,27,Senegal,CF,12321,Girona FC,Spain,1150000.00,1500000,FALSE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,480883,Miguel de la Fuente,21,Spain,CF,7078,Real Valladolid B,Spain,0.00,500000,TRUE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,495752,Taichi Hara,22,Japan,CF,999,NK Istra 1961,Croatia,0.00,1000000,TRUE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,295065,Toni Moya,23,Spain,CM,3679,Atlético de Madrid B,Spain,0.00,400000,TRUE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,127108,Florian Lejeune,30,France,CB,762,Newcastle United,England,,3000000,FALSE,FALSE
La Liga,s,1108,Deportivo Alavés,Spain,676318,Facundo Pellistri,19,Uruguay,RW,985,Manchester United,England,,6000000,FALSE,TRUE
La Liga,s,1108,Deportivo Alavés,Spain,364237,Mamadou Loum,24,Senegal,DM,720,FC Porto,Portugal,,2500000,FALSE,TRUE
La Liga,s,1108,Deportivo Alavés,Spain,245893,Matt Miazga,26,United States,CB,631,Chelsea FC,England,,3000000,FALSE,TRUE
La Liga,s,1108,Deportivo Alavés,Spain,277118,Manu García,23,Spain,AM,2448,Sporting Gijón,Spain,,4000000,FALSE,TRUE
La Liga,s,1108,Deportivo Alavés,Spain,341278,Iván Martín,22,Spain,AM,1050,Villarreal CF,Spain,,800000,FALSE,TRUE
La Liga,s,1108,Deportivo Alavés,Spain,615636,Abdallahi Mahmoud,21,Mauritania,CM,8880,Deportivo Alavés B,Spain,,300000,FALSE,FALSE
La Liga,s,1531,Elche CF,Spain,90451,Iván Marcone,31,Argentina,DM,189,Club Atlético Boca Juniors,Argentina,4000000.00,3000000,FALSE,FALSE
La Liga,s,1531,Elche CF,Spain,334222,Lucas Boyé,25,Argentina,CF,416,Torino FC,Italy,2000000.00,3500000,FALSE,FALSE
La Liga,s,1531,Elche CF,Spain,262939,Johan Mojica,28,Colombia,LB,12321,Girona FC,Spain,1200000.00,3000000,FALSE,FALSE
La Liga,s,1531,Elche CF,Spain,73185,Lucas Pérez,32,Spain,CF,1108,Deportivo Alavés,Spain,0.00,2500000,TRUE,FALSE
La Liga,s,1531,Elche CF,Spain,142031,Omar Mascarell,28,Spain,DM,33,FC Schalke 04,Germany,0.00,3500000,TRUE,FALSE
La Liga,s,1531,Elche CF,Spain,268670,Gerard Gumbau,26,Spain,DM,12321,Girona FC,Spain,0.00,1000000,TRUE,FALSE
La Liga,s,1531,Elche CF,Spain,186862,Enzo Roco,28,Chile,CB,6646,Fatih Karagümrük,Turkey,0.00,1500000,TRUE,FALSE
La Liga,s,1531,Elche CF,Spain,203043,Pedro Bigas,31,Spain,CB,1533,SD Eibar,Spain,0.00,1200000,TRUE,FALSE
La Liga,s,1531,Elche CF,Spain,92693,Darío Benedetto,31,Argentina,CF,244,Olympique Marseille,France,,5000000,FALSE,TRUE
La Liga,s,1531,Elche CF,Spain,27486,Kiko Casilla,34,Spain,GK,399,Leeds United,England,,800000,FALSE,TRUE
La Liga,s,1531,Elche CF,Spain,236734,Axel Werner,25,Argentina,GK,515,Without Club,Without Club,,1000000,FALSE,FALSE
La Liga,s,1531,Elche CF,Spain,55215,Javier Pastore,32,Argentina,AM,515,Without Club,Without Club,,1000000,FALSE,FALSE
La Liga,s,237,RCD Mallorca,Spain,678194,Matthew Hoppe,20,United States,CF,33,FC Schalke 04,Germany,3500000.00,4500000,FALSE,FALSE
La Liga,s,237,RCD Mallorca,Spain,339820,Amath Ndiaye,24,Senegal,LW,3709,Getafe CF,Spain,3000000.00,4000000,FALSE,FALSE
La Liga,s,237,RCD Mallorca,Spain,316884,Dominik Greif,24,Slovakia,GK,540,Slovan Bratislava,Slovakia,2500000.00,2000000,FALSE,FALSE
La Liga,s,237,RCD Mallorca,Spain,251876,Pablo Maffeo,23,Spain,RB,79,VfB Stuttgart,Germany,500000.00,3500000,FALSE,TRUE
La Liga,s,237,RCD Mallorca,Spain,51510,Ángel Rodríguez,34,Spain,CF,3709,Getafe CF,Spain,0.00,2000000,TRUE,FALSE
La Liga,s,237,RCD Mallorca,Spain,557149,Kang-in Lee,20,"Korea, South",AM,1049,Valencia CF,Spain,0.00,10000000,TRUE,FALSE
La Liga,s,237,RCD Mallorca,Spain,65318,Jaume Costa,33,Spain,LB,1050,Villarreal CF,Spain,0.00,2000000,TRUE,FALSE
La Liga,s,237,RCD Mallorca,Spain,627294,Fer Niño,20,Spain,CF,1050,Villarreal CF,Spain,,5000000,FALSE,TRUE
La Liga,s,237,RCD Mallorca,Spain,89297,Rodrigo Battaglia,30,Argentina,CM,336,Sporting CP,Portugal,,2500000,FALSE,TRUE
La Liga,s,237,RCD Mallorca,Spain,405398,Takefusa Kubo,20,Japan,RW,418,Real Madrid,Spain,,10000000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,341264,Fran García,21,Spain,LB,6767,Real Madrid Castilla,Spain,2000000.00,3000000,FALSE,FALSE
La Liga,s,367,Rayo Vallecano,Spain,560483,Randy Nteka,23,France,AM,16486,CF Fuenlabrada,Spain,1300000.00,2000000,FALSE,FALSE
La Liga,s,367,Rayo Vallecano,Spain,525578,Pathé Ciss,27,Senegal,CM,16486,CF Fuenlabrada,Spain,1000000.00,1200000,FALSE,FALSE
La Liga,s,367,Rayo Vallecano,Spain,39152,Radamel Falcao,35,Colombia,CF,141,Galatasaray A.S.,Turkey,0.00,2200000,TRUE,FALSE
La Liga,s,367,Rayo Vallecano,Spain,85295,Iván Balliu,29,Albania,RB,3302,UD Almería,Spain,0.00,1000000,TRUE,FALSE
La Liga,s,367,Rayo Vallecano,Spain,192009,Unai López,25,Spain,CM,621,Athletic Bilbao,Spain,,12000000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,258475,Nikola Maras,25,Serbia,CB,3302,UD Almería,Spain,,1500000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,256429,Sergi Guardiola,30,Spain,CF,366,Real Valladolid CF,Spain,,3000000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,289272,Martín Merquelanz,26,Spain,LW,681,Real Sociedad,Spain,,2000000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,206947,Kévin Rodrigues,27,Portugal,LB,681,Real Sociedad,Spain,,2500000,FALSE,TRUE
La Liga,s,367,Rayo Vallecano,Spain,260740,Iván Arboleda,25,Colombia,GK,515,Without Club,Without Club,,2000000,FALSE,FALSE
La Liga,w,131,FC Barcelona,Spain,15951,Dani Alves,38,Brazil,RB,515,Without Club,Without Club,,1000000,FALSE,FALSE
Serie A,s,46,Inter Milan,Italy,338672,Zinho Vanheusden,21,Belgium,CB,3057,Standard Liège,Belgium,16000000.00,12000000,FALSE,FALSE
Serie A,s,46,Inter Milan,Italy,321528,Denzel Dumfries,25,Netherlands,RB,383,PSV Eindhoven,Netherlands,12500000.00,16000000,FALSE,FALSE
Serie A,s,46,Inter Milan,Italy,227081,Joaquín Correa,27,Argentina,SS,398,SS Lazio,Italy,5000000.00,30000000,FALSE,TRUE
Serie A,s,46,Inter Milan,Italy,54906,Matteo Darmian,31,Italy,RB,130,Parma Calcio 1913,Italy,2500000.00,7000000,FALSE,FALSE
Serie A,s,46,Inter Milan,Italy,28396,Edin Dzeko,35,Bosnia-Herzegovina,CF,12,AS Roma,Italy,0.00,4000000,TRUE,FALSE
Serie A,s,46,Inter Milan,Italy,16633,Alex Cordaz,38,Italy,GK,4083,FC Crotone,Italy,0.00,500000,TRUE,FALSE
Serie A,s,46,Inter Milan,Italy,126414,Hakan Calhanoglu,27,Turkey,CM,5,AC Milan,Italy,0.00,30000000,TRUE,FALSE
Serie A,s,46,Inter Milan,Italy,640109,Martín Satriano,20,Uruguay,CF,5380,Inter Milan Primavera,Italy,,2500000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,303254,Fikayo Tomori,23,England,CB,631,Chelsea FC,England,28800000.00,40000000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,182906,Mike Maignan,25,France,GK,1082,LOSC Lille,France,14300000.00,25000000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,395236,Yacine Adli,21,France,AM,40,FC Girondins Bordeaux,France,8000000.00,9000000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,397033,Sandro Tonali,21,Italy,DM,19,Brescia Calcio,Italy,6900000.00,27000000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,296422,Fodé Ballo-Touré,24,Senegal,LB,162,AS Monaco,France,5000000.00,6500000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,314678,Brahim Díaz,21,Spain,AM,418,Real Madrid,Spain,3000000.00,23000000,FALSE,TRUE
Serie A,s,5,AC Milan,Italy,449151,Junior Messias,30,Brazil,AM,4083,FC Crotone,Italy,2600000.00,5000000,FALSE,TRUE
Serie A,s,5,AC Milan,Italy,182618,Tiemoué Bakayoko,27,France,DM,631,Chelsea FC,England,2000000.00,20000000,FALSE,TRUE
Serie A,s,5,AC Milan,Italy,82442,Olivier Giroud,34,France,CF,631,Chelsea FC,England,1000000.00,4000000,FALSE,FALSE
Serie A,s,5,AC Milan,Italy,364133,Pietro Pellegri,20,Italy,CF,162,AS Monaco,France,1000000.00,6000000,FALSE,TRUE
Serie A,s,5,AC Milan,Italy,130365,Alessandro Florenzi,30,Italy,RB,12,AS Roma,Italy,1000000.00,8000000,FALSE,TRUE
Serie A,s,5,AC Milan,Italy,22141,Antonio Mirante,38,Italy,GK,515,Without Club,Without Club,,600000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,242359,Juan Musso,27,Argentina,GK,410,Udinese Calcio,Italy,20000000.00,20000000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,355915,Cristian Romero,23,Argentina,CB,506,Juventus FC,Italy,16000000.00,35000000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,360518,Teun Koopmeiners,23,Netherlands,DM,1090,AZ Alkmaar,Netherlands,12000000.00,16500000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,173859,Davide Zappacosta,29,Italy,RB,631,Chelsea FC,England,9000000.00,10000000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,459655,Matteo Lovato,21,Italy,CB,276,Hellas Verona,Italy,8000000.00,7000000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,340879,Merih Demiral,23,Turkey,CB,506,Juventus FC,Italy,3000000.00,28000000,FALSE,TRUE
Serie A,s,800,Atalanta BC,Italy,337809,Simone Mazzocchi,22,Italy,CF,4554,FC Südtirol,Italy,,500000,FALSE,FALSE
Serie A,s,800,Atalanta BC,Italy,336960,Giuseppe Pezzella,23,Italy,LB,130,Parma Calcio 1913,Italy,,6000000,FALSE,TRUE
Serie A,s,800,Atalanta BC,Italy,571604,Giorgio Scalvini,17,Italy,CB,11998,Atalanta Primavera,Italy,,500000,FALSE,FALSE
Serie A,s,506,Juventus FC,Italy,332697,Weston McKennie,22,United States,CM,33,FC Schalke 04,Germany,20500000.00,25000000,FALSE,FALSE
Serie A,s,506,Juventus FC,Italy,364135,Moise Kean,21,Italy,CF,29,Everton FC,England,7000000.00,35000000,FALSE,TRUE
Serie A,s,506,Juventus FC,Italy,503638,Mohamed Ihattaren,19,Netherlands,AM,383,PSV Eindhoven,Netherlands,1900000.00,10000000,FALSE,FALSE
Serie A,s,506,Juventus FC,Italy,620477,Kaio Jorge,19,Brazil,CF,221,Santos FC,Brazil,1500000.00,12000000,FALSE,FALSE
Serie A,s,506,Juventus FC,Italy,265088,Manuel Locatelli,23,Italy,DM,6574,US Sassuolo,Italy,,35000000,FALSE,TRUE
Serie A,s,6195,SSC Napoli,Italy,165895,Matteo Politano,27,Italy,RW,46,Inter Milan,Italy,19000000.00,30000000,FALSE,FALSE
Serie A,s,6195,SSC Napoli,Italy,354361,André Zambo Anguissa,25,Cameroon,DM,931,Fulham FC,England,600000.00,25000000,FALSE,TRUE
Serie A,s,6195,SSC Napoli,Italy,417414,Davide Marfella,21,Italy,GK,332,SSC Bari,Italy,0.00,50000,TRUE,FALSE
Serie A,s,6195,SSC Napoli,Italy,121985,Juan Jesus,30,Brazil,CB,12,AS Roma,Italy,0.00,2000000,TRUE,FALSE
Serie A,s,398,SS Lazio,Italy,334835,Toma Basic,24,Croatia,CM,40,FC Girondins Bordeaux,France,6860000.00,9000000,FALSE,FALSE
Serie A,s,398,SS Lazio,Italy,159372,Felipe Anderson,28,Brazil,LW,379,West Ham United,England,3000000.00,10000000,FALSE,FALSE
Serie A,s,398,SS Lazio,Italy,465565,Dimitrije Kamenovic,20,Serbia,LB,6621,FK Cukaricki,Serbia,2500000.00,2000000,FALSE,FALSE
Serie A,s,398,SS Lazio,Italy,769063,Luka Romero,16,Argentina,AM,8494,RCD Mallorca B,Spain,200000.00,1000000,FALSE,FALSE
Serie A,s,398,SS Lazio,Italy,283735,Mattia Zaccagni,26,Italy,AM,276,Hellas Verona,Italy,200000.00,15000000,FALSE,TRUE
Serie A,s,398,SS Lazio,Italy,65278,Pedro,34,Spain,RW,12,AS Roma,Italy,0.00,5000000,TRUE,FALSE
Serie A,s,398,SS Lazio,Italy,200056,Elseid Hysaj,27,Albania,RB,6195,SSC Napoli,Italy,0.00,13000000,TRUE,FALSE
Serie A,s,398,SS Lazio,Italy,624942,Raúl Moro,18,Spain,LW,12816,Lazio U19,Italy,,3000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,331726,Tammy Abraham,23,England,CF,631,Chelsea FC,England,40000000.00,38000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,371371,Marash Kumbulla,21,Albania,CB,276,Hellas Verona,Italy,26500000.00,22000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,358166,Eldor Shomurodov,26,Uzbekistan,CF,252,Genoa CFC,Italy,17500000.00,14000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,439072,Matías Viña,23,Uruguay,LB,1023,Sociedade Esportiva Palmeiras,Brazil,13000000.00,12000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,45026,Rui Patrício,33,Portugal,GK,543,Wolverhampton Wanderers,England,11500000.00,10000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,524481,Roger Ibañez,22,Brazil,CB,800,Atalanta BC,Italy,9000000.00,25000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,475208,Bryan Reynolds,20,United States,RB,8816,FC Dallas,United States,6750000.00,5000000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,628645,Filippo Tripi,19,Italy,DM,11997,Roma Primavera,Italy,,300000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,628558,Riccardo Ciervo,19,Italy,LW,11997,Roma Primavera,Italy,,300000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,550108,Nicola Zalewski,19,Poland,AM,11997,Roma Primavera,Italy,,900000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,536520,Ruben Providence,19,France,LW,11997,Roma Primavera,Italy,,350000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,562049,Edoardo Bove,19,Italy,CM,11997,Roma Primavera,Italy,,300000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,581604,Pietro Boer,19,Italy,GK,11997,Roma Primavera,Italy,,150000,FALSE,FALSE
Serie A,s,12,AS Roma,Italy,647484,Ebrima Darboe,20,The Gambia,DM,11997,Roma Primavera,Italy,,2000000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,391065,Hamed Junior Traorè,21,Cote d'Ivoire,AM,749,FC Empoli,Italy,16000000.00,20000000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,555015,Ruan,22,Brazil,CB,210,Grêmio Foot-Ball Porto Alegrense,Brazil,5000000.00,3500000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,129674,Jeremy Toljan,26,Germany,RB,16,Borussia Dortmund,Germany,3500000.00,5000000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,357003,Martin Erlic,23,Croatia,CB,3522,Spezia Calcio,Italy,3500000.00,4000000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,290862,Maxime López,23,France,CM,244,Olympique Marseille,France,2000000.00,10000000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,416386,Abdou Harroui,23,Morocco,CM,468,Sparta Rotterdam,Netherlands,500000.00,3500000,FALSE,TRUE
Serie A,s,6574,US Sassuolo,Italy,285754,Pietro Cianci,25,Italy,CF,1415,SS Teramo Calcio,Italy,250000.00,275000,FALSE,FALSE
Serie A,s,6574,US Sassuolo,Italy,552549,Matheus Henrique,23,Brazil,CM,210,Grêmio Foot-Ball Porto Alegrense,Brazil,,15000000,FALSE,TRUE
Serie A,s,1038,UC Sampdoria,Italy,159883,Ernesto Torregrossa,29,Italy,CF,19,Brescia Calcio,Italy,6000000.00,4500000,FALSE,FALSE
Serie A,s,1038,UC Sampdoria,Italy,287876,Antonino La Gumina,25,Italy,CF,749,FC Empoli,Italy,5500000.00,2000000,FALSE,FALSE
Serie A,s,1038,UC Sampdoria,Italy,25488,Antonio Candreva,34,Italy,RM,46,Inter Milan,Italy,2500000.00,2500000,FALSE,FALSE
Serie A,s,1038,UC Sampdoria,Italy,84765,Francesco Caputo,34,Italy,CF,6574,US Sassuolo,Italy,500000.00,4000000,FALSE,TRUE
Serie A,s,1038,UC Sampdoria,Italy,375816,Manuel De Luca,23,Italy,CF,862,Chievo Verona,Italy,0.00,800000,TRUE,FALSE
Serie A,s,1038,UC Sampdoria,Italy,628558,Riccardo Ciervo,19,Italy,LW,12,AS Roma,Italy,,300000,FALSE,TRUE
Serie A,s,1038,UC Sampdoria,Italy,568559,Radu Dragusin,19,Romania,CB,506,Juventus FC,Italy,,3000000,FALSE,TRUE
Serie A,s,1038,UC Sampdoria,Italy,503638,Mohamed Ihattaren,19,Netherlands,AM,506,Juventus FC,Italy,,10000000,FALSE,TRUE
Serie A,s,1038,UC Sampdoria,Italy,487839,Simone Trimboli,19,Italy,CM,12001,Sampdoria Primavera,Italy,,500000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,391498,Mert Cetin,24,Turkey,CB,12,AS Roma,Italy,8000000.00,2300000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,470794,Ivan Ilic,20,Serbia,CM,9265,Manchester City U23,England,7500000.00,8000000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,272261,Antonin Barak,26,Czech Republic,AM,410,Udinese Calcio,Italy,6000000.00,14000000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,310458,Giangiacomo Magnani,25,Italy,CB,6574,US Sassuolo,Italy,4000000.00,5000000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,163639,Federico Ceccherini,29,Italy,CB,430,ACF Fiorentina,Italy,3000000.00,3500000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,550106,Matteo Cancellieri,19,Italy,RW,11997,Roma Primavera,Italy,2500000.00,1000000,FALSE,FALSE
Serie A,s,276,Hellas Verona,Italy,282388,Giovanni Simeone,26,Argentina,CF,1390,Cagliari Calcio,Italy,1500000.00,11000000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,398808,Martin Hongla,23,Cameroon,DM,1096,Royal Antwerp FC,Belgium,1000000.00,5000000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,431698,Bosko Sutalo,21,Croatia,CB,800,Atalanta BC,Italy,,3500000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,146752,Gianluca Caprari,28,Italy,SS,1038,UC Sampdoria,Italy,,6000000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,386755,Gianluca Frabotta,22,Italy,LB,506,Juventus FC,Italy,,2500000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,241923,Lorenzo Montipò,25,Italy,GK,4171,Benevento Calcio,Italy,,3500000,FALSE,TRUE
Serie A,s,276,Hellas Verona,Italy,574669,Bogdan Jocic,20,Serbia,AM,16996,Hellas Verona Primavera,Italy,,200000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,309393,Lennart Czyborra,22,Germany,LB,800,Atalanta BC,Italy,5500000.00,3500000,FALSE,FALSE
Serie A,s,252,Genoa CFC,Italy,181382,Abdoulaye Touré,27,France,DM,995,FC Nantes,France,3500000.00,4000000,FALSE,FALSE
